id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
1159542,3,24,1754,288.12,289.12,0,0,458
1396404,3,24,1971,290.03,291.03,0,0,298
1050809,3,24,1247,388.03,447.23,0,0,27
1069777,3,24,1198,174.63,213.43,0,0,149
1003936,3,24,1311,181.42,180.42,0,0,311
1307067,3,24,1803,143.59,190.18,0,0,392
1243226,3,24,1438,244.5,243.5,0,0,107
1310974,3,24,2494,242.5,244.5,0,0,163
1341401,3,24,1847,244.5,270.63,0,0,54
1351237,3,24,1558,607.28,606.28,0,0,82
1444518,3,24,2581,612.13,611.13,0,0,123
1258899,3,24,1962,610.13,612.13,0,0,284
1157693,3,24,1445,627.62,626.62,0,0,55
1057010,3,24,2444,628.62,628.62,0,0,27
1315281,3,24,2760,241.53,243.53,0,0,122
1090864,3,24,1525,242.5,280.33,0,0,568
1321318,3,24,2704,244.5,281.33,0,0,244
1428695,3,24,2492,389.03,389.03,0,0,163
1195234,3,24,1543,485.03,485.03,0,0,67
1100554,3,24,2304,486.03,485.03,0,0,82
1195933,3,11,1885,135.86,133.86,0,0,891
1119883,3,11,1993,134.89,134.89,0,0,852
1196594,3,11,2539,136.83,135.83,0,0,284
1171601,3,11,2139,339.5,436.53,0,0,26
1205617,3,11,2631,99.0,253.23,0,0,324
1411767,3,11,1248,95.06,253.23,0,1,231
1404943,3,11,1778,184.33,183.33,0,0,688
1313228,3,11,1062,181.39,182.39,0,0,796
1388312,3,11,2707,192.06,194.06,0,0,1592
1333188,3,11,1207,324.98,323.04,1,0,230
1012519,3,11,1230,322.1,378.3,1,1,350
1426536,3,11,2322,325.98,382.21,1,1,472
1148499,3,11,2290,309.43,310.43,0,0,823
1308595,3,11,1727,447.23,446.23,0,0,567
1198084,3,11,1109,309.43,311.43,0,0,609
1459713,3,11,2577,244.5,282.33,0,0,269
1019724,3,11,2640,242.5,282.33,0,0,244
1203149,3,11,1878,243.5,282.33,0,0,109
1250319,3,11,2306,244.5,340.53,0,0,121
1136093,3,11,1216,454.93,454.93,0,1,108
1046400,3,11,2126,487.0,485.0,0,0,40
1068782,3,11,2826,339.53,338.53,0,0,620
1283525,3,11,1754,290.03,290.03,0,0,674
1225913,3,11,1971,328.86,327.86,0,0,162
1306280,3,11,1247,389.03,446.23,0,0,28
1033972,3,11,1770,339.53,486.03,0,0,42
1257581,3,11,1198,157.2,220.25,0,0,445
1175582,3,11,1311,174.6,174.6,0,0,836
1196329,3,11,1803,178.48,178.48,0,0,918
1231654,3,11,1438,242.5,272.63,0,0,28
1356241,3,11,2494,244.5,271.63,0,0,14
1073493,3,11,1847,243.5,244.5,0,0,55
1306731,3,11,1558,611.13,611.13,0,0,81
1257739,3,11,2581,611.13,611.13,0,0,134
1478098,3,11,1962,610.13,611.13,0,0,350
1155212,3,11,1445,628.62,627.62,0,0,53
1097157,3,11,2444,626.62,626.62,0,0,27
1202563,3,11,2867,627.62,626.62,0,0,15
1116670,3,11,2760,241.53,243.53,0,0,215
1235950,3,11,1525,242.5,281.33,0,1,432
1117108,3,11,2704,243.5,281.33,0,1,364
1432269,3,11,2492,389.03,388.03,0,0,123
1037903,3,11,1543,486.03,485.03,0,0,54
1355813,3,11,2304,485.03,485.03,0,0,122
1418202,3,83,1885,95.06,121.31,0,1,890
1134535,3,83,1993,97.0,122.28,0,1,1565
1394383,3,83,2539,97.06,117.4,0,1,499
1493987,3,83,2139,455.93,455.93,0,0,14
1191972,3,83,2631,99.0,246.38,0,0,68
1232531,3,83,1248,96.06,239.62,0,0,122
1081659,3,83,1778,176.54,176.54,0,0,217
1169126,3,83,1062,181.45,179.45,0,0,325
1260340,3,83,2707,191.12,224.07,0,0,501
1368429,3,83,1207,314.31,313.31,0,0,215
1049017,3,83,1230,321.1,320.1,0,0,123
1252400,3,83,2322,320.13,319.13,0,0,215
1498414,3,83,2290,309.43,309.43,0,0,636
1174684,3,83,1727,425.83,427.83,0,0,338
1435162,3,83,1109,309.43,310.43,0,0,350
1408595,3,83,2577,243.53,243.53,0,0,122
1029349,3,83,2640,242.53,241.53,0,0,270
1314504,3,83,1878,242.53,242.53,0,0,311
1387927,3,83,2306,244.5,292.0,0,1,81
1237928,3,83,1216,388.03,389.03,0,0,68
1444176,3,83,2126,437.5,437.5,0,1,108
1288848,3,83,2826,328.86,329.86,0,0,161
1099905,3,83,1754,290.03,292.03,0,0,473
1462540,3,83,1971,292.03,291.03,0,0,190
1315740,3,83,1902,486.03,486.03,0,0,15
1454796,3,83,1247,485.03,486.03,0,0,27
1054145,3,83,1770,484.03,485.03,0,0,40
1144100,3,83,1558,612.13,612.13,0,0,135
1223461,3,83,2581,612.13,610.13,0,0,134
1392961,3,83,1962,611.13,611.13,0,0,150
1493116,3,83,1445,660.63,658.63,0,0,109
1052225,3,83,2444,658.63,659.63,0,0,69
1487014,3,83,2867,660.63,659.63,0,0,54
1373529,3,83,2760,233.83,232.83,0,0,68
1153068,3,83,1525,244.5,282.33,0,0,40
1048287,3,83,2704,247.41,245.41,0,0,163
1108717,3,83,2492,446.23,447.23,0,0,13
1376668,3,83,1543,504.43,505.43,0,0,41
1266800,3,83,2304,504.43,505.43,0,0,55
1195253,3,32,1885,95.06,113.52,0,0,431
1221039,3,32,1993,96.06,114.46,0,0,445
1390403,3,32,2539,96.06,113.49,0,0,406
1162513,3,32,2631,95.12,251.23,0,0,96
1324122,3,32,1248,97.06,249.32,0,0,109
1490969,3,32,1778,184.33,183.33,0,0,175
1372459,3,32,1062,180.48,180.48,0,0,215
1247416,3,32,2707,193.03,228.98,0,0,458
1327774,3,32,1207,312.4,311.4,0,0,69
1363738,3,32,1230,325.98,325.98,0,0,67
1399211,3,32,2322,319.16,320.16,0,0,81
1305445,3,32,2290,310.43,309.43,0,0,555
1394175,3,32,1727,404.55,403.55,0,0,269
1059828,3,32,1109,306.58,306.58,0,0,526
1439304,3,32,2577,243.53,241.53,0,0,69
1279486,3,32,2640,241.53,241.53,0,0,95
1287850,3,32,1878,241.53,242.53,0,0,134
1027642,3,32,2306,243.5,244.5,0,0,108
1337135,3,32,1216,391.91,641.23,0,1,94
1352434,3,32,2126,438.5,437.5,0,1,96
1287508,3,32,2826,281.36,279.36,0,0,391
1078248,3,32,1754,282.33,280.33,0,0,445
1426094,3,32,1971,291.06,290.06,0,0,283
1147541,3,32,1247,484.03,485.03,0,0,15
1046053,3,32,1770,486.03,485.03,0,0,26
1095857,3,32,1558,610.13,610.13,0,0,162
1466861,3,32,2581,609.19,608.19,0,0,258
1283903,3,32,1962,611.13,610.13,0,0,204
1327293,3,32,1445,658.63,658.63,0,0,80
1287847,3,32,2444,667.42,667.42,0,0,95
1018013,3,32,2867,660.63,660.63,0,0,55
1203909,3,32,2760,233.83,232.83,0,0,54
1136419,3,32,1525,243.5,244.5,0,0,82
1130213,3,32,2704,243.5,281.33,0,0,121
1496759,3,32,2492,445.23,446.23,0,0,53
1124001,3,32,1543,505.43,505.43,0,0,13
1400187,3,32,2304,504.43,505.43,0,0,53
1429724,3,13,1885,133.86,122.28,0,1,2067
1166891,3,13,1993,135.86,121.28,0,1,2471
1498120,3,13,2539,135.83,136.83,0,0,634
1285640,3,13,2139,332.71,436.53,0,0,67
1233897,3,13,2631,98.03,437.47,0,1,568
1465367,3,13,1248,97.03,251.23,0,1,445
1448813,3,13,1778,184.33,183.33,0,0,702
1258388,3,13,1062,182.36,183.36,0,0,1187
1090091,3,13,2707,192.06,193.06,0,0,2349
1473684,3,13,1207,316.25,382.24,1,0,351
1060162,3,13,1230,320.13,388.0,1,0,323
1258128,3,13,2322,309.49,380.24,1,0,499
1350819,3,13,2290,309.43,309.43,0,0,1593
1200590,3,13,1727,446.26,445.26,0,0,892
1490691,3,13,1109,308.46,310.46,0,0,1526
1110938,3,13,2577,242.5,282.33,0,0,311
1270653,3,13,2640,243.47,280.33,0,0,514
1475016,3,13,1878,243.5,281.33,0,0,271
1345304,3,13,2306,243.5,339.53,0,0,432
1341835,3,13,1216,454.93,455.93,0,0,203
1171097,3,13,2126,486.0,487.0,0,0,109
1266141,3,13,2826,330.83,330.83,0,0,1161
1215001,3,13,1754,292.03,291.03,0,0,635
1096232,3,13,1971,330.83,328.83,0,0,446
1280607,3,13,1902,389.03,445.23,0,0,190
1155403,3,13,1247,387.03,445.23,0,0,161
1034669,3,13,1770,340.53,484.03,0,0,150
1136041,3,13,1198,181.42,181.42,0,0,715
1206030,3,13,1311,176.6,176.6,0,0,1161
1492350,3,13,1803,151.32,152.32,0,0,1025
1499684,3,13,1438,242.5,270.63,0,0,135
1365893,3,13,2494,242.5,272.63,0,0,68
1242204,3,13,1847,242.5,272.63,0,0,41
1271077,3,13,1558,604.34,604.34,0,0,122
1311323,3,13,2581,608.19,609.19,0,0,351
1315520,3,13,1962,612.13,610.13,0,0,445
1136583,3,13,1445,628.62,626.62,0,0,108
1379549,3,13,2444,627.62,628.62,0,0,175
1078912,3,13,2867,627.62,628.62,0,0,54
1035289,3,13,2760,241.53,243.53,0,0,298
1369161,3,13,1525,242.5,280.33,0,1,1079
1454712,3,13,2704,242.5,282.33,0,1,458
1030829,3,13,2492,387.03,389.03,0,0,122
1397253,3,13,1543,485.03,484.03,0,0,188
1450548,3,13,2304,485.03,486.03,0,0,136
1368302,3,109,1885,135.86,133.86,0,0,744
1226166,3,109,1993,134.83,134.83,0,0,905
1276644,3,109,2539,132.89,133.89,0,0,177
1033501,3,109,2139,306.55,435.53,0,0,14
1089014,3,109,2631,97.03,243.5,0,0,204
1067815,3,109,1248,99.0,251.23,0,0,270
1456944,3,109,1778,183.36,182.36,0,0,323
1148574,3,109,1062,183.39,182.39,0,0,325
1101053,3,109,2707,194.06,193.06,0,0,730
1308275,3,109,1207,321.1,384.18,1,0,377
1438445,3,109,1230,323.04,388.0,1,1,337
1316665,3,109,2322,328.89,381.21,1,1,730
1364475,3,109,2290,311.43,309.43,0,0,459
1003503,3,109,1727,446.23,446.23,0,0,203
1418795,3,109,1109,311.43,311.43,0,0,458
1461821,3,109,2577,251.29,281.33,0,0,80
1485673,3,109,2640,245.44,281.33,0,0,215
1483528,3,109,1878,244.5,281.33,0,0,121
1473242,3,109,2306,244.5,338.53,0,0,161
1081971,3,109,1216,455.93,454.93,0,0,26
1152284,3,109,2126,485.0,485.0,0,0,13
1305711,3,109,2826,328.83,330.83,0,0,433
1362879,3,109,1754,291.03,290.03,0,0,325
1022985,3,109,1971,328.83,329.83,0,0,122
1229145,3,109,1247,388.03,447.23,0,0,26
1475780,3,109,1770,339.53,486.03,0,0,53
1489224,3,109,1198,173.63,214.43,0,0,148
1187589,3,109,1311,172.69,192.09,0,0,350
1302974,3,109,1803,98.03,219.22,0,0,135
1049808,3,109,1438,242.5,270.63,0,0,40
1491814,3,109,2494,244.5,271.63,0,0,27
1129190,3,109,1847,243.5,272.63,0,0,14
1198561,3,109,1558,610.13,610.13,0,0,149
1020077,3,109,2581,611.13,611.13,0,0,149
1394697,3,109,1962,609.19,609.19,0,0,217
1144534,3,109,1445,627.62,628.62,0,0,40
1241612,3,109,2760,243.53,243.53,0,0,150
1310093,3,109,1525,243.5,282.33,0,0,312
1477472,3,109,2704,244.44,282.33,0,1,215
1057850,3,109,2492,389.03,387.03,0,0,14
1097760,3,109,1543,485.03,484.03,0,0,107
1336692,3,109,2304,484.03,484.03,0,0,27
1013947,3,52,1885,133.89,133.89,0,0,987
1004725,3,52,1993,133.86,133.86,0,0,783
1397697,3,52,2539,134.89,133.89,0,0,431
1070533,3,52,2139,340.5,435.53,0,0,53
1355010,3,52,2631,99.0,252.23,0,1,715
1454245,3,52,1248,97.03,248.35,0,0,526
1450173,3,52,1778,184.33,185.33,0,0,514
1437730,3,52,1062,184.36,184.36,0,0,797
1060737,3,52,2707,193.09,193.09,0,0,1122
1339015,3,52,1207,324.01,382.18,1,0,148
1078732,3,52,1230,322.07,376.39,1,0,203
1009352,3,52,2322,320.13,373.45,1,0,202
1391573,3,52,2290,309.43,310.43,0,0,906
1425426,3,52,1727,446.23,446.23,0,0,553
1132077,3,52,1109,310.43,310.43,0,0,1093
1293512,3,52,2577,243.5,282.33,0,0,378
1440174,3,52,2640,244.5,280.33,0,0,323
1122855,3,52,1878,244.5,280.33,0,0,230
1253052,3,52,2306,242.5,338.53,0,1,500
1320155,3,52,1216,455.93,454.93,0,0,108
1481708,3,52,2126,488.88,532.53,0,1,177
1389798,3,52,2826,311.43,311.43,0,0,919
1384944,3,52,1754,291.03,291.03,0,0,836
1074594,3,52,1971,318.22,317.22,0,0,283
1469300,3,52,1902,396.76,445.23,0,0,94
1405701,3,52,1247,389.03,447.23,0,0,55
1323575,3,52,1770,340.53,484.03,0,0,95
1110850,3,52,1198,164.96,211.52,0,0,690
1104099,3,52,1311,165.93,163.93,0,0,890
1203489,3,52,1803,179.51,177.51,0,0,823
1293546,3,52,1438,242.5,270.63,0,0,69
1357151,3,52,2494,249.29,249.29,0,0,54
1372100,3,52,1847,242.5,271.63,0,0,40
1022059,3,52,1558,611.13,610.13,0,0,14
1265040,3,52,2581,621.8,611.13,0,1,149
1329795,3,52,1962,610.13,612.13,0,1,283
1044527,3,52,1445,628.62,626.62,0,0,81
1043727,3,52,2444,628.62,628.62,0,0,95
1193446,3,52,2867,627.62,626.62,0,0,81
1171235,3,52,2760,242.53,243.53,0,0,242
1190752,3,52,1525,242.5,282.33,0,0,446
1362100,3,52,2704,242.5,281.33,0,0,202
1490247,3,52,2492,388.03,388.03,0,0,27
1395910,3,52,1543,484.03,485.03,0,0,107
1306364,3,52,2304,486.03,485.03,0,0,96
1138806,3,93,1885,98.03,116.46,0,0,472
1292327,3,93,1993,96.03,117.43,0,0,541
1190996,3,93,2539,98.03,115.43,0,0,203
1100512,3,93,2139,456.93,456.93,0,0,26
1017956,3,93,2631,97.06,250.32,0,1,55
1114747,3,93,1248,97.0,243.5,0,1,67
1233798,3,93,1778,178.54,178.54,0,0,107
1060098,3,93,1062,184.36,182.36,0,0,392
1455638,3,93,2707,186.27,233.83,0,0,217
1152093,3,93,1207,311.37,311.37,0,0,284
1181703,3,93,1230,325.98,325.98,0,0,189
1196558,3,93,2322,321.1,321.1,0,0,135
1044019,3,93,2290,309.43,311.43,0,0,445
1352990,3,93,1727,404.55,403.55,0,0,135
1411690,3,93,1109,302.64,304.64,0,0,364
1140052,3,93,2577,243.53,243.53,0,0,41
1316272,3,93,2640,242.53,242.53,0,0,204
1000966,3,93,1878,243.53,242.53,0,0,161
1322131,3,93,2306,251.23,242.5,0,1,149
1065811,3,93,1216,387.03,388.03,0,0,121
1034373,3,93,2126,436.5,484.03,0,1,107
1440920,3,93,2826,280.36,281.36,0,0,298
1052709,3,93,1754,280.33,281.33,0,0,242
1244505,3,93,1971,288.15,286.15,0,0,148
1346329,3,93,1902,486.03,485.03,0,0,26
1178042,3,93,1247,486.03,485.03,0,0,14
1125434,3,93,1558,611.1,613.1,0,0,122
1274133,3,93,2581,610.13,610.13,0,0,81
1302547,3,93,1962,611.1,612.1,0,0,217
1159331,3,93,1445,660.63,658.63,0,0,41
1064645,3,93,2760,232.83,232.83,0,0,109
1144004,3,93,2492,445.23,447.23,0,0,96
1211425,3,93,1543,503.43,504.43,0,0,67
1311963,3,93,2304,504.43,503.43,0,0,28
1380930,3,186,1885,97.06,112.52,0,1,609
1413283,3,186,1993,95.09,97.0,0,1,445
1409904,3,186,2539,97.06,121.25,0,1,298
1189462,3,186,2631,97.06,241.53,0,0,82
1023726,3,186,1248,97.03,239.62,0,0,95
1054606,3,186,1778,141.62,182.39,0,0,150
1376998,3,186,1062,172.72,171.72,0,0,231
1111648,3,186,2707,198.91,229.95,0,0,96
1014897,3,186,1207,324.01,325.01,0,0,135
1327251,3,186,1230,325.98,323.98,0,0,108
1132842,3,186,2322,313.31,314.31,0,0,122
1126988,3,186,2290,309.43,309.43,0,0,297
1451336,3,186,1727,403.55,402.55,0,0,135
1320637,3,186,1109,296.82,296.82,0,0,270
1387638,3,186,2577,241.53,242.53,0,0,41
1135647,3,186,2640,242.53,242.53,0,0,150
1324254,3,186,1878,241.53,241.53,0,0,162
1495716,3,186,2306,242.5,311.37,0,0,27
1365293,3,186,1216,387.03,388.03,0,0,42
1267907,3,186,2126,436.5,437.5,0,0,13
1050385,3,186,2826,280.36,279.36,0,0,80
1050933,3,186,1754,282.33,280.33,0,0,297
1062882,3,186,1971,291.06,289.06,0,0,109
1397270,3,186,1902,484.03,484.03,0,0,41
1124127,3,186,1247,484.03,484.03,0,0,13
1066221,3,186,1558,612.13,611.13,0,0,67
1163442,3,186,2581,610.13,612.13,0,0,15
1487947,3,186,1962,612.13,610.13,0,0,177
1075432,3,186,1445,658.63,658.63,0,0,40
1158780,3,186,2444,658.63,660.63,0,0,28
1272022,3,186,2867,658.63,658.63,0,0,13
1288860,3,186,2760,232.83,231.83,0,0,40
1188636,3,186,1525,243.5,281.33,0,1,42
1172881,3,186,2704,242.5,281.33,0,1,14
1281365,3,186,2492,447.23,446.23,0,0,95
1215496,3,186,1543,503.43,504.43,0,0,15
1490373,3,146,1885,98.0,114.49,0,0,473
1141436,3,146,1993,97.06,116.46,0,0,460
1149412,3,146,2539,96.06,112.52,0,0,366
1177345,3,146,2139,439.41,441.41,0,0,42
1167954,3,146,2631,96.03,252.23,0,0,256
1133583,3,146,1248,96.03,248.38,0,0,365
1309870,3,146,1778,180.42,182.42,0,0,285
1166377,3,146,1062,178.51,179.51,0,0,701
1101809,3,146,2707,192.09,229.95,0,0,647
1199841,3,146,1207,314.28,314.28,0,0,270
1491403,3,146,1230,320.16,319.16,0,0,81
1420423,3,146,2322,324.98,325.98,0,0,189
1262648,3,146,2290,310.43,309.43,0,0,1418
1363725,3,146,1727,402.55,404.55,0,0,636
1375537,3,146,1109,305.61,303.61,0,0,1188
1480537,3,146,2577,241.53,241.53,0,0,581
1374182,3,146,2640,242.53,243.53,0,0,608
1285909,3,146,1878,241.53,241.53,0,0,581
1304322,3,146,2306,244.5,313.31,0,1,216
1423224,3,146,1216,389.03,417.13,0,1,203
1281454,3,146,2126,436.5,438.5,0,0,95
1006828,3,146,2826,281.36,279.36,0,0,1094
1242789,3,146,1754,280.33,281.33,0,0,567
1246123,3,146,1971,289.06,289.06,0,0,215
1328864,3,146,1902,485.03,484.03,0,0,109
1369915,3,146,1247,485.03,485.03,0,0,81
1326379,3,146,1770,484.03,486.03,0,0,68
1345496,3,146,1558,609.22,609.22,0,0,134
1077820,3,146,2581,609.19,610.19,0,0,339
1311211,3,146,1962,604.37,604.37,0,0,256
1312184,3,146,1445,660.63,659.63,0,0,13
1468499,3,146,2444,660.63,660.63,0,0,69
1224575,3,146,2867,658.63,659.63,0,0,54
1444766,3,146,2760,231.83,231.83,0,0,472
1495416,3,146,1525,243.5,243.5,0,0,217
1316190,3,146,2704,244.5,242.5,0,0,242
1469112,3,146,2492,446.23,445.23,0,0,81
1357544,3,146,1543,504.43,505.43,0,1,189
1239346,3,146,2304,504.43,504.43,0,1,136
1360625,3,57,1885,95.06,122.25,0,1,431
1450499,3,57,1993,96.03,120.34,0,1,377
1207981,3,57,2539,94.12,116.43,0,1,190
1408476,3,57,1248,97.0,239.62,0,0,40
1156099,3,57,1778,174.6,175.6,0,0,176
1137464,3,57,1062,174.6,175.6,0,0,258
1323963,3,57,2707,190.15,228.92,0,0,109
1140880,3,57,1230,320.1,318.19,0,1,283
1381000,3,57,2322,323.07,321.07,0,0,148
1323139,3,57,2290,309.43,309.43,0,0,231
1461322,3,57,1727,426.83,426.83,0,0,216
1092662,3,57,1109,311.43,311.43,0,0,216
1305535,3,57,2640,241.53,242.53,0,0,55
1195892,3,57,1878,243.53,242.53,0,0,42
1343041,3,57,1216,388.03,389.03,0,0,55
1293736,3,57,2126,438.5,438.5,0,0,54
1383902,3,57,2826,329.86,327.86,0,0,67
1240060,3,57,1754,291.03,292.03,0,0,150
1114822,3,57,1971,290.03,292.03,0,0,257
1484233,3,57,1247,485.03,485.03,0,0,15
1022171,3,57,1558,613.07,612.07,0,0,82
1220145,3,57,2581,610.13,610.13,0,0,41
1108629,3,57,1962,613.07,614.07,0,0,80
1167089,3,57,2444,660.63,659.63,0,0,15
1469216,3,57,2492,446.23,445.23,0,0,27
1405623,3,57,1543,503.43,504.43,0,0,27
1106951,3,149,1885,95.06,119.37,0,0,243
1128831,3,149,1993,96.06,122.25,0,0,338
1383123,3,149,2539,95.06,122.25,0,0,109
1349440,3,149,2631,99.0,251.23,0,1,108
1375378,3,149,1248,96.09,247.41,0,1,148
1113568,3,149,1778,176.6,175.6,0,0,148
1067503,3,149,1062,176.54,178.54,0,0,312
1045508,3,149,2707,188.24,214.4,0,0,285
1259275,3,149,1207,311.4,312.4,0,0,94
1411470,3,149,1230,323.01,323.01,0,0,54
1008718,3,149,2322,319.13,319.13,0,0,94
1198147,3,149,2290,309.43,311.43,0,0,244
1256502,3,149,1727,425.83,425.83,0,0,163
1473907,3,149,1109,309.43,311.43,0,0,215
1078264,3,149,2640,243.53,243.53,0,0,82
1162164,3,149,1878,241.53,241.53,0,0,94
1290414,3,149,2306,243.5,243.5,0,0,95
1118186,3,149,1216,388.03,387.03,0,0,41
1439816,3,149,2126,437.5,437.5,0,1,27
1396775,3,149,2826,329.86,327.86,0,0,55
1246762,3,149,1754,291.03,292.03,0,0,121
1143815,3,149,1971,291.03,291.03,0,0,177
1426282,3,149,1558,612.13,611.13,0,0,42
1158453,3,149,2581,612.13,612.13,0,0,40
1465072,3,149,1962,610.13,612.13,0,0,82
1412178,3,149,2444,660.63,658.63,0,0,28
1362135,3,149,2760,232.83,232.83,0,0,26
1198049,3,149,1525,243.5,280.33,0,0,15
1179867,3,149,2704,244.5,280.33,0,0,54
1075731,3,149,2492,447.23,445.23,0,0,14
1030752,3,149,1543,503.43,505.43,0,0,53
1253733,3,149,2304,504.43,505.43,0,0,42
1069191,3,89,1885,133.86,134.86,0,1,917
1219834,3,89,1993,133.86,136.83,0,1,703
1450633,3,89,2539,133.86,134.86,0,0,148
1081739,3,89,2139,340.5,435.53,0,0,13
1120738,3,89,2631,97.03,251.23,0,0,190
1425392,3,89,1248,96.06,147.5,0,0,190
1388277,3,89,1778,184.36,182.36,0,0,473
1029296,3,89,1062,182.39,181.39,0,0,297
1337670,3,89,2707,194.0,194.0,0,0,1147
1169204,3,89,2290,310.43,309.43,0,0,513
1047199,3,89,1727,447.23,446.23,0,0,378
1145023,3,89,1109,310.43,310.43,0,0,540
1380036,3,89,2577,242.5,280.33,0,0,190
1211247,3,89,2640,244.5,281.33,0,0,136
1416398,3,89,1878,242.5,282.33,0,0,108
1168251,3,89,2306,244.5,244.5,0,0,135
1049905,3,89,1216,454.93,455.93,0,1,136
1301455,3,89,2126,487.0,485.0,0,0,40
1401529,3,89,2826,342.44,341.44,0,0,474
1389943,3,89,1754,290.03,291.03,0,0,553
1472114,3,89,1971,324.95,326.95,0,0,68
1150027,3,89,1902,389.03,445.23,0,0,14
1030990,3,89,1247,387.03,446.23,0,0,14
1351657,3,89,1770,339.53,486.03,0,0,40
1007220,3,89,1198,152.29,175.63,0,0,311
1434281,3,89,1311,147.5,197.88,0,0,298
1489303,3,89,1803,178.48,180.48,0,0,460
1264456,3,89,1438,242.5,271.63,0,0,15
1362297,3,89,2494,242.5,272.63,0,0,54
1146816,3,89,1847,242.5,243.5,0,0,15
1389794,3,89,1558,612.13,610.13,0,0,94
1294913,3,89,2581,612.13,612.13,0,0,69
1275363,3,89,1962,612.13,610.13,0,0,121
1476526,3,89,1445,627.62,628.62,0,0,81
1132642,3,89,2444,626.62,628.62,0,0,41
1493192,3,89,2867,627.62,627.62,0,0,54
1420895,3,89,2760,242.53,243.53,0,0,40
1178208,3,89,1525,243.5,282.33,0,0,310
1065131,3,89,2704,243.5,281.33,0,0,69
1299361,3,89,2492,389.03,389.03,0,0,26
1294217,3,89,1543,484.03,485.03,0,0,53
1299314,3,89,2304,485.03,486.03,0,0,55
1132109,3,124,1885,134.83,135.83,0,0,229
1379282,3,124,1993,133.89,133.89,0,0,378
1212257,3,124,2539,134.83,135.83,0,0,149
1464623,3,124,2139,340.5,436.53,0,1,27
1250936,3,124,2631,97.03,251.23,0,0,216
1274155,3,124,1248,95.06,251.23,0,1,337
1391630,3,124,1778,182.39,182.39,0,0,419
1285997,3,124,1062,181.42,180.42,0,0,298
1103701,3,124,2707,194.06,194.06,0,0,324
1276328,3,124,1230,319.19,320.1,1,0,674
1111512,3,124,2322,323.07,317.19,1,1,593
1297713,3,124,2290,311.43,311.43,0,0,244
1494933,3,124,1727,447.23,447.23,0,0,269
1477105,3,124,1109,309.43,309.43,0,0,269
1320196,3,124,2577,244.5,282.33,0,0,27
1106820,3,124,2640,255.11,256.11,0,0,42
1462021,3,124,1878,243.5,280.33,0,0,55
1366609,3,124,2306,242.5,340.53,0,0,67
1325776,3,124,1216,454.93,455.93,0,0,15
1073807,3,124,2126,486.0,487.0,0,0,28
1204618,3,124,2826,311.43,309.43,0,0,202
1116355,3,124,1754,290.03,290.03,0,0,337
1314667,3,124,1971,323.04,324.04,0,0,189
1076469,3,124,1902,389.03,445.23,0,0,15
1042039,3,124,1247,387.03,445.23,0,0,13
1415620,3,124,1770,338.53,484.03,0,0,28
1374167,3,124,1198,193.09,232.83,0,0,204
1416381,3,124,1311,160.05,161.05,0,0,216
1198195,3,124,1803,150.38,189.15,0,0,202
1385114,3,124,1558,611.13,611.13,0,0,53
1366134,3,124,2581,611.13,610.13,0,0,13
1036919,3,124,1962,610.13,611.13,0,0,94
1464264,3,124,2444,627.62,628.62,0,0,14
1447263,3,124,2760,243.53,243.53,0,0,13
1009277,3,124,1525,244.5,281.33,0,0,135
1493368,3,124,2704,244.5,281.33,0,0,14
1123259,3,124,2492,388.03,389.03,0,0,14
1317977,3,124,1543,485.03,486.03,0,0,67
1030400,3,124,2304,485.03,484.03,0,0,26
1161882,3,152,1885,98.0,115.46,0,0,593
1034108,3,152,1993,97.03,114.49,0,0,312
1031430,3,152,2539,97.0,117.43,0,0,244
1170299,3,152,2631,91.18,249.35,0,0,418
1015699,3,152,1248,97.03,249.35,0,0,242
1054988,3,152,1778,180.45,181.45,0,0,122
1034870,3,152,1062,171.75,169.75,0,0,163
1309774,3,152,2707,194.06,221.19,0,0,377
1065011,3,152,1207,320.1,322.1,0,0,136
1345737,3,152,1230,325.98,325.98,0,0,67
1350296,3,152,2322,321.13,321.13,0,0,107
1480404,3,152,2290,310.43,310.43,0,0,661
1340738,3,152,1727,402.55,403.55,0,0,271
1367349,3,152,1109,304.58,305.58,0,0,649
1436877,3,152,2577,241.53,242.53,0,0,135
1220247,3,152,2640,242.53,242.53,0,0,216
1468052,3,152,1878,241.53,242.53,0,0,378
1222048,3,152,2306,243.5,326.95,0,0,271
1061095,3,152,1216,389.03,389.03,0,0,80
1130217,3,152,2126,436.5,437.5,0,0,81
1169514,3,152,2826,281.36,279.36,0,0,636
1097978,3,152,1754,282.33,280.33,0,0,392
1403252,3,152,1971,289.06,291.06,0,0,271
1204548,3,152,1247,486.03,484.03,0,0,40
1105330,3,152,1770,486.03,486.03,0,0,42
1194181,3,152,1558,611.13,612.13,0,0,26
1473658,3,152,2581,610.13,612.13,0,0,121
1075450,3,152,1962,610.13,612.13,0,0,150
1282657,3,152,1445,658.63,660.63,0,0,15
1317333,3,152,2867,659.63,659.63,0,0,13
1495035,3,152,2760,231.83,232.83,0,0,271
1131698,3,152,1525,242.5,280.33,0,0,215
1348871,3,152,2704,243.5,277.45,0,0,109
1061868,3,152,2492,447.23,447.23,0,0,82
1045254,3,152,1543,505.43,503.43,0,0,41
1415900,3,152,2304,503.43,452.02,0,1,27
1124014,3,97,1885,96.06,118.34,0,1,1580
